source,target,weight
97XTIPVKRHNMHRF7E6,26TEITJEJFMQQAI0X9,0.878
97XTIPVKRHNMHRF7E6,35OHQYQYVFZEIXA2X3,0.878
29ENIIRYOYPNKRY4H6,17ZBMMDEBPKNUIF3T9,0.933
29ENIIRYOYPNKRY4H6,15NNTLPCWTHNYEI9E2,0.933
29ENIIRYOYPNKRY4H6,72QVKYNIBHQXBJF5M3,0.933
87SBBDPAQGMJDXP7X8,95YTUKZBCTLNPIZ6Y5,0.92
87SBBDPAQGMJDXP7X8,31CTWWHAUANOOFZ2A4,0.92
70OPERIPMEWTFZS7D5,68CDCHJIIFHBEHB7S6,0.932
70OPERIPMEWTFZS7D5,82YVXQVLLBZJMMX6J6,0.932
70OPERIPMEWTFZS7D5,69TVOWWVEMJTABS0V1,0.932
65IKHURDSNLOQCT1G3,95OXUEQZGXCRKZJ8M0,0.913
65IKHURDSNLOQCT1G3,02HCZJTQZPOVDUW7W6,0.913
11PGVGNPEFUGMMA0R4,62JZXXIPVNJXIOX5A8,0.965
11PGVGNPEFUGMMA0R4,04RCTBMQDOXADHG3Z6,0.965
08WSNIFQSOQPBRA7Y1,24SQJJDLEMSEDHX1J9,0.942
08WSNIFQSOQPBRA7Y1,99CATPVVJAPKCPI1Q8,0.942
08WSNIFQSOQPBRA7Y1,07GYSJAQCIHDWZE5Z9,0.942
92FKMPJIFDOLMTG4O1,41IDDNYBEQXUZHE5Q0,0.937
92FKMPJIFDOLMTG4O1,26GGQINDGTMCZWH7V4,0.937
89MOOBXEWIZYXSO9N9,83TJQJYNMKJQDDO2I5,0.912
89MOOBXEWIZYXSO9N9,45FRBQGPZQRBTEM2J6,0.912
89MOOBXEWIZYXSO9N9,79VHDAMGJJKWKBV9Y8,0.912
88GSKOQYOQOCCJY3Z0,98YOVCSPOTMLCXX5S9,0.911
88GSKOQYOQOCCJY3Z0,24HPDEYZYEGUHVS5F7,0.911
77YBTTUBKTTKVNY8B2,54XUMUDTELJVKCZ6H5,0.892
77YBTTUBKTTKVNY8B2,91FEUJARDYNTRZW4Y2,0.892
77YBTTUBKTTKVNY8B2,29RTHMWTLETNYZG0H9,0.892
44SWBOIGAHCETPN6Y8,49MQFBQTYFGZBKN1M5,0.941
44SWBOIGAHCETPN6Y8,04VZXKBRXXZUTCN4W8,0.941
44SWBOIGAHCETPN6Y8,48WWSKGPNQBFUNP8C6,0.941
09IEWYORHKUKTXI1Q0,49MQFBQTYFGZBKN1M5,0.911
42JZGVRWHGTVATQ1R1,62HUKXIVVIUTBDG0U7,0.961
42JZGVRWHGTVATQ1R1,95NXSRVHAOOXKZA0J6,0.961
09GSYKOUXKHIITX8U0,42QREXLWCHBNFSR2Q8,0.954
09GSYKOUXKHIITX8U0,67CBTQVNTMQQLTE1T9,0.954
73NPYWANBNKDEHX9N8,51YRZUIJGUMFTJQ2H1,0.932
34IUVFRDXUKEFVV9X2,18ZNMWGGVVJYJCI7T5,0.926
34IUVFRDXUKEFVV9X2,28AUUQMHIMFLKSU7A0,0.926
85FMVBKZDJQICLU4T8,40ARYKBRIXNGGZR5Q4,0.93
03VPLZZMORGPDZF4M1,38BERHVRRASDMYV1C3,0.921
36KDOPXARETIDWY8H3,15WUZDLKFFYDXPG7W5,0.926
26INUXRNRYZQTJX3J2,28NUHCXQQCBRKOX0Q6,0.924
26INUXRNRYZQTJX3J2,66HVWRNWEMNXXJG8Y5,0.924
26INUXRNRYZQTJX3J2,95BIMUVRJNMPCXL8L9,0.924
07GYSJAQCIHDWZE5Z9,91ORMGDEDYSMVTT9R2,0.903
07GYSJAQCIHDWZE5Z9,50KBFOOFTGBEAYZ9V0,0.903
07GYSJAQCIHDWZE5Z9,53WSLAWCHFTJGPW3B7,0.903
86IPGTFODZKCRJH9V0,84VQGJYZHLNKPXK9P1,0.92
30MHPHXELWQFJVQ6U3,21KRSPOZGLUGLPV4C7,0.968
26MOEQLSJSGJBJC0Z4,29ENIIRYOYPNKRY4H6,0.929
26MOEQLSJSGJBJC0Z4,29ZVCUUQGAYPUDS4S3,0.929
26MOEQLSJSGJBJC0Z4,83FKNDULOSJRJDD8P1,0.929
96TSSQVSKJRLNFP9T0,50AKQTYSZRWEHNL0I9,0.898
96TSSQVSKJRLNFP9T0,39YFLDJMRINPFXW7L8,0.898
96TSSQVSKJRLNFP9T0,37WCUSANPUCLJRS2J7,0.898
80YKLOFTRZGECJU0T1,83UEPRUQXZZGMFG3S3,0.923
80YKLOFTRZGECJU0T1,97HKUYMPQIXEIWG4G6,0.923
86AMEFDAEXKHMPA8L3,51PRMZDBGCYMQCC9C8,0.924
86AMEFDAEXKHMPA8L3,23EXMRBSJUIUWOD6Q2,0.924
86AMEFDAEXKHMPA8L3,15BFOJWZRTSVZWD7W8,0.924
80IZSWSHJWTICMA6C3,66XZBKPZKVNKCET3O6,0.898
80IZSWSHJWTICMA6C3,55FIORXIYXAQQUB0Q1,0.898
80IZSWSHJWTICMA6C3,48MDDSYVDDOHCPX0A1,0.898
62GJXQMIMDGAPJO3Y1,81FLPEBCKEZZSHF4B3,0.921
85QCVOPBHDWJDHD1F0,66YSIAPRVCFCLQR7U3,0.874
97OWUIAUFTSXIMB3Q3,67YVKBCMMLSWDJK7O2,0.951
97OWUIAUFTSXIMB3Q3,83FUXLKFZZSOYLI3H0,0.951
97OWUIAUFTSXIMB3Q3,37ZAESMPUPWPQZC8W1,0.951
17QGULGEPQIUIPD1G9,34DTGWSKMPTIIVY8R4,0.936
82ZOQOXLPZGOFAS8K3,79KDZLMSJOXFVFG5V9,0.931
82ZOQOXLPZGOFAS8K3,28UIXUHJDLYLPCK4O7,0.931
12DVSCTPOJORQWT8Y6,43BOBUGERCXKURP3W7,0.891
12DVSCTPOJORQWT8Y6,63VYDIKEJASBOOD7B8,0.891
12DVSCTPOJORQWT8Y6,68LPCAIFFTJTGUD6Z6,0.891
97TWLIGPUFKMPRW8U6,33OGPIIYHKPIASG7V4,0.941
01XEOCTPGIFDMBT6L9,83QOZLEMACCSNBT2X7,0.941
01XEOCTPGIFDMBT6L9,53ROOYEPEGCLHHI8J4,0.941
16PJCLLPYFNWNVU4L1,29RHLSFMPOVKBUH9L0,0.955
16PJCLLPYFNWNVU4L1,81HFBDJPZMXOXDQ2J0,0.955
16PJCLLPYFNWNVU4L1,51LPSSZJOLWTJYR4D0,0.955
35CEDKAHAAYZLGL7C3,60MAHOBWHIPUFSR4M7,0.876
35CEDKAHAAYZLGL7C3,42AZVUSFRQLUTDB1W3,0.876
35CEDKAHAAYZLGL7C3,83VJBNVLWXJPRBN6M8,0.876
49CVZIZCFMWXMGT3V1,45HPBLHYEFCTXNT6U2,0.915
62GKUGWGNUUQKAD6N1,15FBFJTSGVKQQQI7P3,0.954
62GKUGWGNUUQKAD6N1,60ICAEZIHBUAIXU1A0,0.954
62GKUGWGNUUQKAD6N1,77JHXVSJIWGBYAC6V5,0.954
98XSWTIGMYTKYQZ2Z7,83FUXLKFZZSOYLI3H0,0.863
98XSWTIGMYTKYQZ2Z7,25HQXYMKESWRQXG5D2,0.863
98XSWTIGMYTKYQZ2Z7,00RMFVXCTYKUFLS0H1,0.863
81GKFCZFKATGPHN0T7,91TQSSBZVEXGLAZ6Z5,0.923
40EHEASADAPORLZ9Z8,22CDFJTJGRGQVWJ0M7,0.949
40EHEASADAPORLZ9Z8,35IJIZUGEVQPMHL3F6,0.949
63VYCSFXKZRKRLI7K5,50OCGOSYFQVSUFF0M3,0.927
63VYCSFXKZRKRLI7K5,45ZAFGXQEVGKUCR3X1,0.927
04DIYYDRHUCFPVY3A6,19AWDLIHHNJSEXJ2A1,0.975
04DIYYDRHUCFPVY3A6,12NBIKEDPBSAPNM0Y2,0.975
04DIYYDRHUCFPVY3A6,47OHSOSLGWRWUDI0N7,0.975
60PRDXBHXVVMOEC1S9,45QBDASOBDPIDZV6L8,0.871
60PRDXBHXVVMOEC1S9,42LPCJROLDTKFDS0E7,0.871
83FUXLKFZZSOYLI3H0,91HKKNOLBMGKAJI5N4,0.908
83FUXLKFZZSOYLI3H0,70OPERIPMEWTFZS7D5,0.908
73AUVPCPDJWXLBV1C5,96IXKTKCHMCZAAH8B1,0.944
73AUVPCPDJWXLBV1C5,82SGSMSMTHUEPMO8A3,0.944
43QVYLBYFXIVXRY3O9,98ITRCHJDWZWECZ9W0,0.894
48PBNXHLWAYYZGD8L3,78JZHWZBWZCNHEH5Q5,0.944
77YMFPUOHLUETTG3X5,08MWDCIQEODWJBD3C9,0.926
77YMFPUOHLUETTG3X5,16HPQKKXDNBTJIX8Y3,0.926
77YMFPUOHLUETTG3X5,63VYCSFXKZRKRLI7K5,0.926
64HMQHVFQLXHZRH1E4,31CIVIZCBMHZMZP7J9,0.898
69SCGQYXVLEDQRM4S5,61QXLGVSHYUDGYC1G6,0.971
69SCGQYXVLEDQRM4S5,34DTGWSKMPTIIVY8R4,0.971
01VMKAJPXPVQLBA8C6,51IAKBGBEJAIGLP0N5,0.932
01VMKAJPXPVQLBA8C6,40WFMYQNIMFGVDH9J1,0.932
01VMKAJPXPVQLBA8C6,84RILTPHOKTAIFZ7F9,0.932
11ZGQOCRFLJYRHG0C9,97OWVYKJWAIQSEE5C7,0.907
11ZGQOCRFLJYRHG0C9,93JXMOABAZRMJOQ1R0,0.907
67LXIQLEZUTLSJE0G8,85QCVOPBHDWJDHD1F0,0.906
96PJHWTCWPLFGZV6W9,17AGGFRHXYYANBM5X0,0.943
31CIVIZCBMHZMZP7J9,62JZXXIPVNJXIOX5A8,0.88
31CIVIZCBMHZMZP7J9,40RCZFSLIOLOIOB4J0,0.88
31CIVIZCBMHZMZP7J9,60USJGDKQEFKEYT7E4,0.88
67PNKYZVCYCLSRV3T8,49YSQOOKFRJRIEI1W8,0.91
67PNKYZVCYCLSRV3T8,76YESGURZKXTEOF2B2,0.91
26MLJRYTGZNEMSC7Z4,19XLWOKZFYHGJLU9J6,0.961
71WWUZPZPRWENHQ9S2,20GKQIHVFMZIKAX0T8,0.908
71WWUZPZPRWENHQ9S2,14WKQYGFOXBXGZK9L1,0.908
71WWUZPZPRWENHQ9S2,16HKOIMXFXBJDAE9T5,0.908
55DELFFYHTVSFOJ4K1,52SLUAZHPUMOBFG6K7,0.95
55DELFFYHTVSFOJ4K1,20YESUBYYMAWESQ6V1,0.95
28JSBSJNEBWVFFH1Q3,46HTHYSMQBHGJJM5H3,0.962
28JSBSJNEBWVFFH1Q3,39FRKBPWUKYBHSL9O5,0.962
28JSBSJNEBWVFFH1Q3,40HKJSJIMEELCXA8X6,0.962
42AZVUSFRQLUTDB1W3,47GMEGWAMWCLTUJ8Q9,0.916
06KEXQFRMGUCHTL6E4,19WDSZIDRXOQFFA7A1,0.895
06KEXQFRMGUCHTL6E4,97IRHBWZPLPLBIE9W3,0.895
44KMHPQNRALHFOL9U8,12TUECCHJUNZFPE4P6,0.897
37JULZKTLPWVQDX5P9,09WOTLSNVPVDNGN0L5,0.982
37JULZKTLPWVQDX5P9,49KMJWELUYJMJVL2G3,0.982
59LQOGOKHEWMRJH5Y5,06RDWTJBXEAGOZT8H6,0.913
59LQOGOKHEWMRJH5Y5,73GHDUCDGKAUSMD6C8,0.913
59LQOGOKHEWMRJH5Y5,48PBNXHLWAYYZGD8L3,0.913
53AZJKUBDUVOAFP3L0,48SWMJOJLTCJPYY9D4,0.933
53AZJKUBDUVOAFP3L0,34FZIQFWAPGQTZQ1N2,0.933
53AZJKUBDUVOAFP3L0,64DAFLAJRFQFOND4B7,0.933
79YETMRVXOMMJBQ3X7,87NKIPYRZJIUYYI5I5,0.964
79YETMRVXOMMJBQ3X7,71GNSXNESPTBHKO4X0,0.964
79YETMRVXOMMJBQ3X7,47QSTJDRLXXARQQ6N7,0.964
42LZRHEPBVUAIUG0A0,01NOMDZEXMKPVMP6C6,0.942
42LZRHEPBVUAIUG0A0,29PSVRNBRCDDKYA0J1,0.942
42LZRHEPBVUAIUG0A0,81FLPEBCKEZZSHF4B3,0.942
95YTUKZBCTLNPIZ6Y5,88AEEWJYMLXJYQT8O6,0.916
95YTUKZBCTLNPIZ6Y5,30GRXHDGBUWKMCT7X0,0.916
95YTUKZBCTLNPIZ6Y5,83FKNDULOSJRJDD8P1,0.916
61WXYBGRJWZKQWL4C2,47KJMAQENBGYLIG7J2,0.91
61WXYBGRJWZKQWL4C2,37ZAESMPUPWPQZC8W1,0.91
07QRNKCBVFKLXOJ5F0,84UINTRCQANABBB8V5,0.929
37WEUWAHMOACVET0J5,83LQEIWHUUQEFIZ7Q8,0.99
37WEUWAHMOACVET0J5,02DSGTBIGWBFPCS2K5,0.99
30OOFMASKUOQHWM2D3,51LIWPKNJGTPYSE2B5,0.902
16SQDCZURWBMXOK3H8,37GFXZQKYLVAXBC3X2,0.929
16SQDCZURWBMXOK3H8,35OHQYQYVFZEIXA2X3,0.929
07OHSWGUUGDYLIF5F4,99DRJRVBGCXQUYI3T4,0.909
07OHSWGUUGDYLIF5F4,28AUUQMHIMFLKSU7A0,0.909
80KLQDTXGJCOJRY1J8,64HMQHVFQLXHZRH1E4,0.914
80KLQDTXGJCOJRY1J8,39RFKFNNUJWNUDW3S3,0.914
17LQMOUXRCIFNSB5I2,98QTIFIWFQGPLMC0U9,0.883
06QSSEXTCQMDNBH3X4,16SQDCZURWBMXOK3H8,0.938
06QSSEXTCQMDNBH3X4,06TCXWXCYGYGWSJ3U1,0.938
06QSSEXTCQMDNBH3X4,74MVXOKDLVPDOPJ7L6,0.938
99QUQWLVQJEWJPQ5V4,04RCTBMQDOXADHG3Z6,0.911
99QUQWLVQJEWJPQ5V4,06OTDUGOJHNSXCZ0B8,0.911
99QUQWLVQJEWJPQ5V4,22RZFSTRYRASDVF8B9,0.911
64AYNDGEEKWIGRN3R0,44OLOGUTUUZZSZJ8Y8,0.929
64AYNDGEEKWIGRN3R0,77YBTTUBKTTKVNY8B2,0.929
34NJVIVHWTNEDUO4Q8,69GCBNEYLVNULQF3D6,0.866
34NJVIVHWTNEDUO4Q8,98XGURPIXVWSPIL1Y8,0.866
46VNBTYXERQZLUS1W1,32GLCAOUKDATIAC8Y9,0.957
46VNBTYXERQZLUS1W1,83FUXLKFZZSOYLI3H0,0.957
46VNBTYXERQZLUS1W1,97CRJWHNQTLFERD9Z4,0.957
84JDWOPVBOLTWQH7T0,49IDJAWGVKDVEHW6B3,0.944
63DATHGFTNWJGKW2Q4,23WFANUOILTCZCB3G3,0.916
63DATHGFTNWJGKW2Q4,54CUCSIKQBTORKX7S1,0.916
22CDFJTJGRGQVWJ0M7,60CZQNQCRFZZKCX2V2,0.965
87ZFNFOBGZSAOWW5K5,29RTHMWTLETNYZG0H9,0.98
87ZFNFOBGZSAOWW5K5,12DSXQSOSDXKVBC1J6,0.98
40XYLPVWFKXGHXC3R3,05RMYPJMFHCTHUE6X8,0.919
40XYLPVWFKXGHXC3R3,35CEDKAHAAYZLGL7C3,0.919
21JPMVELCYCMVRI3B6,82UXQWBXYTCYJQC2E0,0.871
21JPMVELCYCMVRI3B6,42BBFUNPRYOWCOA3D1,0.871
49BDWMFAQCZNDVM7Z4,15JQRZXRGBIWVQQ0Q0,0.968
49BDWMFAQCZNDVM7Z4,51LPSSZJOLWTJYR4D0,0.968
54KRKMCGNZKRNNR9K4,01NOMDZEXMKPVMP6C6,0.912
54KRKMCGNZKRNNR9K4,24JSDADCWNYRBYB9D4,0.912
54KRKMCGNZKRNNR9K4,42HRRFLAFANOBPM5D0,0.912
10QJOPHDURSACUY0U4,07JJJOXHFILYVFI6L8,0.906
10QJOPHDURSACUY0U4,71WWUZPZPRWENHQ9S2,0.906
10QJOPHDURSACUY0U4,06FWSIWRVRWMPBX2L0,0.906
18WDWILIEYDGJAM3S5,61NLHEOKFSQHFZK2P8,0.89
23MXDNWWOIBTHPD4Z1,14CJZTZIVIGUBLC7L0,0.949
23MXDNWWOIBTHPD4Z1,07PSYZRLXAKNEUJ6D3,0.949
23MXDNWWOIBTHPD4Z1,64AYNDGEEKWIGRN3R0,0.949
36TINTNGGIMYIPE8Z3,63WAOKBEUOWXBVC1Y3,0.901
36TINTNGGIMYIPE8Z3,61QXLGVSHYUDGYC1G6,0.901
36TINTNGGIMYIPE8Z3,16NSYFWJLUAGXVD2E8,0.901
10VEVFLAWBLDJJZ5J3,97AGXNEARSDSSMU8E7,0.931
10VEVFLAWBLDJJZ5J3,72YDLFBOONGVXVZ9J8,0.931
08QIJKUXNCXIGQT6Y6,35YPZDHBUGLRECO3I1,0.936
08QIJKUXNCXIGQT6Y6,60YJSDGKQEBQJSM8V5,0.936
77QGJLBMBLDMUWH6A9,19AWDLIHHNJSEXJ2A1,0.948
77QGJLBMBLDMUWH6A9,56WRWGZCRYLVGXO1L6,0.948
24VCVHESAFTBTKU6N3,13JZSXODKLKJQMJ8K9,0.946
24VCVHESAFTBTKU6N3,69VWEFKUKDIZHRB8E4,0.946
05BPYHHVEDCKXTN6K2,33DXWBFZPRVZZGP1P7,0.927
33XKILKJXEELGRO5G6,81HFBDJPZMXOXDQ2J0,0.909
33XKILKJXEELGRO5G6,12TUECCHJUNZFPE4P6,0.909
33XKILKJXEELGRO5G6,88ZPXNJYWFDRKIR5K5,0.909
95MQBRGWYIFXIDY4F7,12SRMNGFREDDQCD2P2,0.938
95MQBRGWYIFXIDY4F7,11PGVGNPEFUGMMA0R4,0.938
12FBKXSAHJCCGEY3T2,23AGSXGDEBRBRSF1I9,0.95
68LPCAIFFTJTGUD6Z6,73MNMMMPVOASXGJ9V0,0.959
68LPCAIFFTJTGUD6Z6,11AEVTIDHOTPOBB4G2,0.959
68LPCAIFFTJTGUD6Z6,26MLJRYTGZNEMSC7Z4,0.959
46REHMDQBMBYHUI6N9,41ACXBYWPEGRRCB5B3,0.981
70MKLCYMMDGBTQL0B0,60AKBJKKESGTOXS3M3,0.939
70MKLCYMMDGBTQL0B0,37FVTIPVKCUYHXX5V0,0.939
99RWNOKQBMWUYCI6Y7,79TPMHRRBJOESIK9I9,0.93
99RWNOKQBMWUYCI6Y7,60RJHQPUSETUHXJ6Q1,0.93
99RWNOKQBMWUYCI6Y7,00ZKEJJMSLUNLUU9J9,0.93
47BIIJKYBIEHAIS6E9,60GWPQKIKGTKQEU5D4,0.931
53SERQGQRCIYDRG3H1,18CWYRSBCDPBRRI4Z0,0.94
53SERQGQRCIYDRG3H1,44JCVMVRABDUQQP6W9,0.94
53SERQGQRCIYDRG3H1,71WCMIRGDRQQAPB5N3,0.94
74OZLLCIOPHVXHI4B9,43MEKLNSFIAARTQ3Y9,0.95
74OZLLCIOPHVXHI4B9,58DTIWIMXMVUHIQ2B7,0.95
86YUIMHTYGQLXBA2D1,46VNBTYXERQZLUS1W1,0.93
83FCBGHVGECXLSF2B5,56NUMRLFQBZPLBN3K8,0.919
83FCBGHVGECXLSF2B5,48XUQJFKYKSYSRJ4C5,0.919
83FCBGHVGECXLSF2B5,82EKYOBUEGACIZH4D4,0.919
84VQGJYZHLNKPXK9P1,29WWBJOUGCVEIBS4D7,0.952
84VQGJYZHLNKPXK9P1,83TJQJYNMKJQDDO2I5,0.952
82WYVITOTWFAMVQ3Y7,07IECWHUTBDYDRD7C1,0.859
82WYVITOTWFAMVQ3Y7,39RFKFNNUJWNUDW3S3,0.859
83FFLWTHVVXPWUL5I1,28VLOKIVLKXMAMU0F2,0.897
55YHACBAHMQKTRZ0R6,75ZFNVCMJSAPJFA6I0,0.922
55YHACBAHMQKTRZ0R6,50OCGOSYFQVSUFF0M3,0.922
55YHACBAHMQKTRZ0R6,75AZYDTKELOAZFQ8U3,0.922
07NMNUPPNLZOFKH1A1,49JJXTSPDBFDJNZ9R7,0.942
07NMNUPPNLZOFKH1A1,11JFPRAJUQNQEHD5G8,0.942
07NMNUPPNLZOFKH1A1,24SQJJDLEMSEDHX1J9,0.942
45VFQNVUEXRLRBI1M2,01NOMDZEXMKPVMP6C6,0.917
45VFQNVUEXRLRBI1M2,59VPWWDNTZILTVH7Q3,0.917
49FJFVWCYNPBLHT4T2,17YXUJAOSBICQZH4A1,0.958
85ZRBUMPDEFNOVK4S0,25WLVILBUDLHNRZ4M3,0.911
85ZRBUMPDEFNOVK4S0,13DWOYLSZZKALWB7V5,0.911
37FVTIPVKCUYHXX5V0,62NHZBZMNQAULFM1Y1,0.946
41ZPLKVSPPWWPHH3T9,71OININKKVOJFVM6N6,0.971
41ZPLKVSPPWWPHH3T9,61LYBNUNXBICQAE0F7,0.971
41ZPLKVSPPWWPHH3T9,70IPMNTHBYKZHPL0O2,0.971
76AJICVSFDHHGOW5W9,34IOOBAQHTHPGAB6C4,0.931
76AJICVSFDHHGOW5W9,97TWLIGPUFKMPRW8U6,0.931
76AJICVSFDHHGOW5W9,26YBKELGMLJIIHP7D3,0.931
23EXMRBSJUIUWOD6Q2,93IUXNENWHGSUCX0I0,0.922
23EXMRBSJUIUWOD6Q2,94SAOMZYXCYCLOF8L2,0.922
17ANUJOHUKIGGQE8K6,58FSLUKLNYUFXGA7V9,0.891
17ANUJOHUKIGGQE8K6,87LTEQLGTJRSGYS3E7,0.891
79KDZLMSJOXFVFG5V9,55YAXASUKGNWWJQ9A7,0.891
79KDZLMSJOXFVFG5V9,00RMFVXCTYKUFLS0H1,0.891
47MUQEXZUGNBZDM8J8,11HNJFYGCYFDVTU1H7,0.969
47MUQEXZUGNBZDM8J8,11SCHQGBQLMSGYL5M0,0.969
41GVWDBZKWMIJRM9M3,86AMEFDAEXKHMPA8L3,0.877
00VDPSYWEIBJWJW2Z8,76YESGURZKXTEOF2B2,0.893
00VDPSYWEIBJWJW2Z8,79VHDAMGJJKWKBV9Y8,0.893
00VDPSYWEIBJWJW2Z8,02VGCVAZPIMIJJO5W2,0.893
36KESGCNWFZBGCE4D8,98QTIFIWFQGPLMC0U9,0.888
38RADZNBTYVUWCN0S9,49KMJWELUYJMJVL2G3,0.931
60LWEHBMXJWPOOK8W4,77VVHPOYLSYCPFX2P4,0.964
60LWEHBMXJWPOOK8W4,54VJFWPSHAHIOZG2M1,0.964
39SNMNXHIPDBRTE3T9,96NZWUGICDXBOAP0Y8,0.939
30AKMMUXTGIOOQJ6B0,68CDCHJIIFHBEHB7S6,0.886
30AKMMUXTGIOOQJ6B0,26HKCMPBNLMEYOS8Q2,0.886
30AKMMUXTGIOOQJ6B0,51LIWPKNJGTPYSE2B5,0.886
73PCFZZFMDXAZMM3G9,23ILNJJOALRXWLL2Y3,0.915
73PCFZZFMDXAZMM3G9,74OWUXTKUVBPOVU1V9,0.915
73PCFZZFMDXAZMM3G9,14NGVDIMGAXVXRE3J5,0.915
22RZFSTRYRASDVF8B9,35CEDKAHAAYZLGL7C3,0.892
27QNOSBCPYCYLGW9L2,53FBAFWGYFDKOYU5H2,0.91
27QNOSBCPYCYLGW9L2,35CEDKAHAAYZLGL7C3,0.91
57TVQKPTIINXMMK4B9,21JPMVELCYCMVRI3B6,0.959
32BLJXMJZUJMCWZ1H5,92PVQCGFKRTJLWT3M7,0.932
32BLJXMJZUJMCWZ1H5,96PJHWTCWPLFGZV6W9,0.932
32BLJXMJZUJMCWZ1H5,98XWAFPWEBXQMTN1S8,0.932
62ACWLJEXTKMLHJ9R1,08CVOSCOBJNASLL8F4,0.926
20CSIRHPSCNSMRB6Q3,70LSPRQGXSIMSGV2X1,0.919
20CSIRHPSCNSMRB6Q3,23DABLFLEXNYJJC2F2,0.919
84QUXKHLXCYDPRM0T5,06HZUXICVIJRUUL9F9,0.939
84QUXKHLXCYDPRM0T5,05YVMSQGXEFTHSI4K2,0.939
39FRKBPWUKYBHSL9O5,21GKLYOOOAFCEBF0L0,0.959
39FRKBPWUKYBHSL9O5,69DXAEXDXGKGKSN9X0,0.959
82JHWBQUKKGWUPV2D4,13FFNGOEZCBBVWS7X0,0.902
82JHWBQUKKGWUPV2D4,49PLWBLGJBWLEKW6V2,0.902
04VZXKBRXXZUTCN4W8,31CIVIZCBMHZMZP7J9,0.894
59GBTISPSGOLQAF8Q7,49KMJWELUYJMJVL2G3,0.945
59GBTISPSGOLQAF8Q7,39YFLDJMRINPFXW7L8,0.945
59GBTISPSGOLQAF8Q7,06LGFNPZHFUOUII4C3,0.945
61ZFTSHKQLQRFWI8V8,49PLWBLGJBWLEKW6V2,0.876
19QURWKTZUUBWXA0D9,61LYBNUNXBICQAE0F7,0.903
19QURWKTZUUBWXA0D9,97UQKNTSUNHSNRG9B9,0.903
19QURWKTZUUBWXA0D9,53GTZHDCRVKGAPO3N9,0.903
89EAAKITBSRMJRS5C0,59YSXJWWTPZUYNT5A0,0.894
76YZQTSDRXXBAJS7J5,56NUMRLFQBZPLBN3K8,0.953
76YZQTSDRXXBAJS7J5,04FKFIJXGBMDFOE5B8,0.953
45ZAFGXQEVGKUCR3X1,60GWPQKIKGTKQEU5D4,0.929
22DUUOGFILBOCJQ2L9,94QYFCRATATOCKG8R3,0.923
22DUUOGFILBOCJQ2L9,46REHMDQBMBYHUI6N9,0.923
41VAFTPLAQBKERH2J8,15WNLNONEFKBQNY7C4,0.947
41VAFTPLAQBKERH2J8,19CADMCIXQYBWXL6B8,0.947
41VAFTPLAQBKERH2J8,49UDHITHWOAJUOQ5C1,0.947
68DOYKJOYYCDBGN6C0,95BIMUVRJNMPCXL8L9,0.934
84UHDPJJWFRKKBH3S5,39GFQQINQGPQOTD6N3,0.957
78INAYPFSAGEZXK2E0,06KEXQFRMGUCHTL6E4,0.932
18ZNMWGGVVJYJCI7T5,82FWFGYHSUZCQKC0D3,0.958
18ZNMWGGVVJYJCI7T5,48XBGVPFCDCMBND8C2,0.958
23ILNJJOALRXWLL2Y3,22CDFJTJGRGQVWJ0M7,0.967
23ILNJJOALRXWLL2Y3,24UXUQRNDKGCTHQ6A7,0.967
91KNDDXJDWDYMVW7I0,15XYCFIKEICOLEW7E0,0.877
91KNDDXJDWDYMVW7I0,93DLDPYHSJABHVC5J2,0.877
52CVULKIACEYIVH2S9,73AUVPCPDJWXLBV1C5,0.933
48XRHFSTHTWVLLC1Q7,22LMGMHBSFLLFCB3L1,0.965
18KVIJDMITPLGOF1R0,52NVGSDJRVJZQRX8Y6,0.98
18KVIJDMITPLGOF1R0,20NKUUJKBDGNTZP8Y7,0.98
18KVIJDMITPLGOF1R0,54BDWYQOFLFAKHH6K6,0.98
84JFEGNGCTJHHHS0W7,15JQRZXRGBIWVQQ0Q0,0.897
84JFEGNGCTJHHHS0W7,84VQGJYZHLNKPXK9P1,0.897
28UIXUHJDLYLPCK4O7,97NNSPGOTBRQRRL1Y0,0.87
28UIXUHJDLYLPCK4O7,15XYCFIKEICOLEW7E0,0.87
28UIXUHJDLYLPCK4O7,83WKKKWBQKCSUAA8U9,0.87
08MWDCIQEODWJBD3C9,89MOOBXEWIZYXSO9N9,0.935
08MWDCIQEODWJBD3C9,23AGSXGDEBRBRSF1I9,0.935
08MWDCIQEODWJBD3C9,53AZJKUBDUVOAFP3L0,0.935
40RCZFSLIOLOIOB4J0,08XSFRDSAPPCPVA1N1,0.95
40QLSAHOJTKIXDV3J6,42QREXLWCHBNFSR2Q8,0.965
18CMPZIKHHKDBFH7X3,05WVQPPJINWFCOS4C1,0.925
18CMPZIKHHKDBFH7X3,52SLUAZHPUMOBFG6K7,0.925
75ZFNVCMJSAPJFA6I0,26TEITJEJFMQQAI0X9,0.944
48CQNUPTWMVMFGZ6O8,95OUKADHASOXAKK2L1,0.909
43LGPNDTNMXGDBV5H8,88PTWETSUSZVGPL1A3,0.936
43LGPNDTNMXGDBV5H8,26HAJGGPBAYJNRU0N7,0.936
93JXMOABAZRMJOQ1R0,61JIWQZICZDJSKQ2J5,0.964
93JXMOABAZRMJOQ1R0,23LEBFILVVGSLAI0E7,0.964
