gstin,taxpayer_name,sector,state,taxable_value,itc_claimed,tax_paid,itc_ratio,invoice_count,mismatch_ratio,num_buyers,filing_status,is_fraud
07ZCVZXPFVMJIZT2Y8,Dhingra PLC,Construction,TG,583326.29,46759.63,55061.31,0.8492,41,0.0467,14,Missing,0
59LVZAJLHBLGRRX5Q6,Thaker PLC,Trading,MH,518256.17,42740.57,57247.37,0.7466,1,0.15,14,Missing,0
44LCNJPNPKGFYXO3J1,Bedi LLC,Construction,UP,28122.15,4762.98,4017.1,1.1854,37,0.1439,13,Late,0
31VXOKLFTJNZOGE1N2,Deep-Varughese,Construction,DL,147190.11,11765.0,18689.57,0.6295,35,0.0909,2,Missing,0
12GATDLTDENMLMU8A6,Mahajan PLC,Trading,WB,792518.13,83906.2,126218.16,0.6648,25,0.1006,10,Missing,0
55GDSTBFSITDHER1W3,Lall-Sami,Manufacturing,GJ,464956.92,63872.24,65848.99,0.97,22,0.0039,2,Regular,0
79NHNQDODWMMEYO6P9,"Das, Shanker and Sagar",Manufacturing,WB,1099970.67,3055464.32,46955.15,65.0706,72,0.5923,98,Late,1
94XFLUQNEAVQZZF4C9,"Choudhry, Khalsa and Koshy",Services,MH,363832.95,26452.19,30742.49,0.8604,28,0.0692,12,Missing,0
74QGJWJTKPXLYAB8J0,Sethi Group,Construction,UP,528025.93,29498.2,90475.83,0.326,13,0.0507,13,Regular,0
38YQKGLFJVZQCQX2E9,Pandey PLC,Construction,RJ,496597.13,66266.87,51394.34,1.2894,25,0.0333,5,Missing,0
52RSLORGYEPKVHN2N8,"Om, Dash and Murthy",Trading,UP,330631.96,30583.64,50426.43,0.6065,20,0.003,2,Regular,0
11NTKNVOUGMQJDJ4M7,"Reddy, Kota and Devi",Trading,GJ,281391.43,16332.9,36523.06,0.4472,5,0.0909,8,Regular,0
39HGQSJYJWJUDFM2S7,Dora LLC,Manufacturing,DL,644008.64,96427.5,56191.09,1.716,42,0.0123,8,Regular,0
87GVBPXUXEOVFFP3M5,Dhawan-Krish,Retail,KA,378082.99,49280.43,47187.52,1.0443,39,0.1334,14,Missing,0
31DNBTAWLNLVPHF2E8,"Biswas, Bahl and Dave",Construction,MH,742108.42,130541.89,81046.59,1.6107,36,0.1358,2,Regular,0
36VBQLUPGQUFLFJ4W4,Kar Ltd,Construction,MH,846941.55,84754.27,110313.48,0.7683,43,0.1311,9,Regular,0
28XKJZVNVGCUTWM8M5,Bains PLC,Construction,KA,316200.13,22452.23,49639.46,0.4523,17,0.0917,6,Late,0
26XXQIVOOAIFWZD3E5,Murthy LLC,Construction,MH,938636.56,127486.66,117185.97,1.0879,14,0.0047,5,Missing,0
40FVYXPXLOTQIGX1V6,Bajwa Inc,Manufacturing,DL,975201.08,73878.0,148315.64,0.4981,16,0.1462,19,Late,0
86ZPORNFBLMCQPF6X7,"Chada, Desai and Venkatesh",Construction,WB,506624.42,67226.87,37490.59,1.7931,49,0.0918,18,Missing,0
79YCBPCZFGABDDF2B7,"Kalla, Mittal and Bhavsar",Construction,DL,711263.61,105020.6,41067.51,2.5572,11,0.0423,7,Late,0
56LRCIBQTZOXFPS0X8,Hayre Group,Services,TN,932781.34,133615.57,139357.94,0.9588,43,0.0858,1,Regular,0
22FTFOVXDQXNPLU6M3,"Gade, Choudhry and Ghose",Retail,DL,1087255.69,2553017.65,30106.21,84.7976,123,0.849,77,Missing,1
00WHYFMJXYKBYMA0O7,"Yadav, Choudhury and Tata",Retail,TG,2613846.93,5675190.24,75727.16,74.9416,226,0.6583,68,Late,1
60USJGDKQEFKEYT7E4,Kibe PLC,Trading,MP,1758856.85,3514191.5,64219.12,54.721,229,0.6463,56,Late,1
57KYVMFNLORAXPA0W0,Kibe-Narayan,Services,MP,834505.74,1396164.99,37375.22,37.3544,233,0.8833,89,Late,1
27URKCMKLMVJJEN1X3,"Sane, Aurora and Pillay",Manufacturing,GJ,888666.49,118516.6,92220.29,1.2851,49,0.1054,11,Regular,0
31VYSFCHBCPVEBI4B8,Amble LLC,Services,GJ,511013.16,31211.58,28640.96,1.0897,48,0.137,2,Regular,0
31YPMUDNDASZBHV7A1,"Upadhyay, Pingle and Bobal",Construction,MP,524367.41,68219.57,51503.13,1.3245,16,0.1454,3,Missing,0
36TKTYCZGYHHRTP4Z5,"Vasa, Tailor and Parmar",Retail,TN,872651.39,68539.88,93432.98,0.7336,41,0.1359,1,Regular,0
49SAPKMBBXGVFZK5G2,Loyal-Vyas,Manufacturing,WB,374419.2,63704.57,61829.2,1.0303,39,0.1169,10,Regular,0
59PNZNKYMYXAWEY9M1,"Saran, Lal and Dave",Construction,KA,563641.53,83862.26,78530.66,1.0679,45,0.1262,2,Regular,0
43MQFVABYJUOAAC0I2,Natarajan Ltd,Construction,DL,4767662.99,7804609.97,78465.76,99.4639,91,0.8712,92,Missing,1
89HLHRXTUVFUTRZ9J1,Parmer-Sane,Manufacturing,RJ,3544105.72,9595607.75,73691.98,130.2106,109,0.5611,82,Missing,1
62AFGRNJYYWJKOH9Z5,Shetty Group,Retail,TG,865758.96,78106.97,121411.54,0.6433,39,0.0446,11,Missing,0
14PZPWPBTMVKIZF0S5,"Krishnamurthy, Sane and Devan",Services,WB,2520674.46,4678920.88,30209.21,154.8788,274,0.7867,76,Missing,1
68BHZTQLXTUXQEV2O2,Tara-Sastry,Manufacturing,KA,4414720.25,9082491.23,152643.37,59.501,88,0.8698,67,Late,1
18CCOPSGOWTKFVY2F7,Kuruvilla-Krishnan,Trading,KA,354978.7,37696.86,36265.89,1.0394,32,0.1083,2,Late,0
05TNXOIOBJHLPBC2E0,"Rama, Toor and Puri",Manufacturing,KA,216243.65,14336.86,16142.03,0.8881,49,0.0643,12,Regular,0
22WWIOKAPTOCPDC6R0,Mittal LLC,Services,MH,514652.91,50352.63,61504.46,0.8187,2,0.1345,5,Regular,0
17PYNNNXXCEKWUK1C3,Keer-Mohan,Services,TG,3165835.03,8664958.38,75702.61,114.459,147,0.6719,96,Late,1
14VPFSMAMGKFHYA9G2,Aurora-Pau,Retail,MH,440452.84,36516.59,61508.45,0.5937,11,0.0588,9,Regular,0
49YSWHBFFNRFACP4L8,Kant-Sunder,Construction,TN,407312.19,30562.63,39220.77,0.7792,13,0.1294,3,Missing,0
74TEOKMCBADOUZR7F9,Sastry LLC,Manufacturing,DL,79068.3,6753.51,11870.45,0.5689,19,0.0588,17,Regular,0
98ZWLCXZLLYBJHX1S7,Das Ltd,Services,KA,618265.91,104315.02,49557.66,2.1049,16,0.0233,1,Regular,0
14CXFULEJVVSHVN7P9,Shroff Ltd,Construction,DL,668009.64,72685.86,55310.54,1.3141,35,0.0299,2,Late,0
87QGGZIHRFPQUWC4T8,Tailor-Trivedi,Retail,MH,931589.16,60012.63,95778.9,0.6266,26,0.0383,1,Missing,0
66EQKMJQZCMULPR8W2,Nath-Ramachandran,Retail,KA,706008.65,71963.12,96991.38,0.7419,13,0.0543,19,Missing,0
05ZTMSGUEFZLQMD4P9,Goda PLC,Trading,MH,145676.46,16420.37,13363.87,1.2286,22,0.0594,4,Regular,0
96JCWONBIADTSSE7R1,Sheth-Konda,Construction,KA,955038.49,125031.77,166223.41,0.7522,48,0.139,9,Missing,0
96HDJFVSCKNGYMR3C0,"Bhasin, Dara and Raman",Construction,GJ,4539846.05,11884269.36,59279.47,200.4753,148,0.5754,27,Late,1
04XJBLDXMBYOQPA4R1,Kota PLC,Manufacturing,TG,859020.57,55040.1,58374.31,0.9429,23,0.0943,18,Missing,0
04JORCODWXIABEV1C6,Taneja Ltd,Manufacturing,WB,515343.09,49756.89,41012.17,1.2132,4,0.1325,19,Late,0
87NKIPYRZJIUYYI5I5,"Pall, Sur and Sachar",Manufacturing,UP,2133766.45,3310201.87,92234.57,35.8886,86,0.6047,28,Late,1
73KZAVHOPKOFEKV9R0,Ghosh-Krishnamurthy,Services,KA,114918.42,9325.66,10435.1,0.8936,44,0.1018,14,Missing,0
17LMJQDJTWRGWTK6L0,Ben Inc,Retail,WB,761801.14,92842.75,63052.3,1.4724,7,0.0456,13,Late,0
54WGDMUKLXQJKYK9N9,"Kaul, Chowdhury and Sanghvi",Services,KA,331742.08,37273.29,57315.05,0.6503,45,0.0836,3,Regular,0
34EFBTGIWMKIHGU5V0,Hayre Group,Manufacturing,RJ,649441.27,66086.63,75193.93,0.8789,10,0.1277,8,Regular,0
38DNMYCXPMYTFZP8S7,Bal-Nagy,Manufacturing,MP,794143.44,90614.85,111446.79,0.8131,32,0.0651,12,Late,0
83ZNKWAIGMWXRXO3A3,Issac-Taneja,Retail,MH,2836431.39,5251809.1,42383.83,123.9078,73,0.8719,44,Late,1
80TVPCZLMZTCZGB1S6,Bobal-Anne,Services,UP,217373.75,11949.98,35522.23,0.3364,22,0.0348,11,Late,0
00MEEHQLFKXVASL4Q8,Jha-Subramanian,Trading,RJ,522777.13,910265.85,16702.39,54.4959,103,0.6242,80,Late,1
18NEPEQCMYYMUZO9G9,Kadakia PLC,Trading,GJ,264795.04,38234.09,37570.21,1.0176,11,0.0308,7,Regular,0
01CFRAARSNGNFTS3F0,Bajwa Inc,Retail,MH,807123.67,2224124.92,22186.0,100.2445,213,0.7595,58,Late,1
14ERADDKZQCBTFI7J8,Kale-Menon,Retail,UP,941125.41,146294.73,74047.5,1.9757,16,0.1143,4,Regular,0
78WWLHUCZXQBSKQ3U6,"Char, Sarin and Ghose",Construction,DL,883645.34,140141.17,59732.5,2.3461,39,0.0858,13,Regular,0
88LVXKARCCVKKDD7G2,Tella-Dalal,Retail,GJ,908438.84,70899.01,161556.02,0.4388,7,0.1424,17,Regular,0
80QRRVPWXVDUEOM2Y8,Bhagat-Dalal,Trading,MH,199027.42,27046.78,16234.62,1.6659,3,0.1112,17,Regular,0
70EBQNFCHCUAGYA6S6,Lala Group,Trading,UP,705275.63,123919.52,62787.15,1.9736,46,0.0291,16,Late,0
92LGHYJIBIYBIPV1V8,Bhakta Ltd,Retail,MP,991763.84,101780.47,63330.85,1.6071,38,0.107,10,Regular,0
52ZSENCWBQZNRRK9Y3,Thaker Group,Manufacturing,MP,997407.32,163019.01,88424.83,1.8436,27,0.0718,13,Regular,0
88CJVSVMNTLZCOK8L7,"Vyas, Keer and Deol",Construction,WB,866551.52,97472.05,121676.51,0.8011,25,0.0583,1,Regular,0
17XHLNVSTGQVVYR7T1,"Ranganathan, Mukhopadhyay and Dugal",Trading,MH,976136.61,70349.43,90575.35,0.7767,10,0.1315,9,Regular,0
14JHEQHKVQNYGJW0E5,Dhar-Saha,Services,KA,60146.97,8978.23,5288.13,1.6975,43,0.0745,14,Late,0
10ZNPIUTLRBZOUT4W4,Singhal Inc,Services,MH,849923.72,148359.27,136467.83,1.0871,41,0.0159,7,Missing,0
79LKEUFCFCFXRTN2B3,"Tailor, Prasad and Ramachandran",Services,UP,171943.62,10155.42,28266.55,0.3593,26,0.1464,3,Missing,0
71FNDFXPHVWEYVF0H0,Muni Ltd,Manufacturing,UP,393311.45,57278.4,50580.19,1.1324,25,0.0463,7,Missing,0
35MEOJFGRRNFXWZ3Z2,Hegde-Kothari,Manufacturing,DL,1452714.67,2493381.41,58630.22,42.5265,77,0.5111,35,Missing,1
46PWFPNAZJERRIG3F9,Misra and Sons,Trading,DL,839394.59,118139.09,43548.56,2.7128,17,0.0169,7,Regular,0
20BWTUCTIVQSSXB0P3,Lad-Luthra,Retail,RJ,2507025.98,4456738.56,79412.65,56.1206,265,0.7792,40,Missing,1
40VHSYIGPKIUYUE2R4,Manda Ltd,Manufacturing,RJ,481491.63,66677.02,78947.7,0.8446,47,0.0034,18,Missing,0
54GYGBVUKIUZAHU5P5,Sarin Inc,Manufacturing,TG,369063.69,64991.47,53838.37,1.2071,16,0.1376,19,Regular,0
58KRTTTNNFVZRCU6D2,Bhardwaj and Sons,Construction,MH,703771.74,95181.03,102313.98,0.9303,31,0.0496,6,Regular,0
80GSRRJQTHJLGUV4Y0,Goswami Ltd,Construction,WB,16040.4,2469.07,1686.35,1.4633,18,0.043,5,Missing,0
05HJMVSRAGVOSLP6Y7,"Yohannan, Desai and Amble",Construction,RJ,537828.65,81481.85,91776.49,0.8878,39,0.0604,15,Late,0
53USMOWUPYNMHFS0X8,Chaudry and Sons,Retail,RJ,63660.64,8047.34,9418.9,0.8543,9,0.0294,13,Missing,0
94UEOXEXBXCHFAE6P2,"Panchal, Bansal and Magar",Construction,TN,997526.54,79640.33,84489.89,0.9426,12,0.057,8,Regular,0
29UVRFTPKXUQGDI9U4,"Tara, Dara and Sodhi",Services,KA,961777.76,77648.91,62193.07,1.2485,32,0.0013,19,Missing,0
29HCBVRCUNHGJRI0S4,Suri-Bassi,Retail,RJ,690187.57,71829.06,60292.56,1.1913,7,0.0696,1,Missing,0
38TYODJNSVJSEUE4K1,Bala-Seth,Manufacturing,DL,95455.09,13933.43,8162.96,1.7067,5,0.138,19,Late,0
76YYUMAAGGTNOHX9I6,"Bail, Lall and Barad",Construction,WB,470076.52,60747.99,49283.57,1.2326,38,0.0488,14,Regular,0
44EWTPQQJTUUKBQ3I5,Manda and Sons,Manufacturing,MH,598332.36,73403.0,60881.99,1.2056,23,0.1113,9,Regular,0
43EMVTCSGEYEVNS7W7,Murty LLC,Services,DL,597435.11,97146.14,94623.74,1.0266,17,0.0841,2,Regular,0
69CZQBRUDXKUJBG6W3,"Date, Rao and Kara",Services,TN,2357052.12,3890753.7,71575.0,54.3584,86,0.5241,67,Missing,1
58LZSMIKYJHHTRP8Z8,"Saxena, Venkatesh and Chowdhury",Construction,TG,413102.0,33128.94,49375.66,0.6709,23,0.0763,17,Late,0
73UJDCVXEPNVSWL9I6,Ben PLC,Trading,UP,651619.33,100557.44,53036.16,1.896,23,0.0367,4,Regular,0
11JFPRAJUQNQEHD5G8,"Kurian, Sarkar and Wable",Services,UP,745544.34,1788703.79,34366.71,52.0461,285,0.7761,77,Late,1
26UHQHMWHLYIXXI7S6,D’Alia-Venkatesh,Manufacturing,UP,661713.06,65669.39,63268.12,1.0379,13,0.067,7,Late,0
03QGSXEJJUODUBB4I0,"Kurian, Peri and Singh",Manufacturing,KA,646289.98,70795.83,104962.73,0.6745,13,0.0036,18,Regular,0
41ZZHOYCMSGDYWX5Z7,Yadav LLC,Retail,GJ,503969.68,29558.34,33849.34,0.8732,32,0.0738,16,Regular,0
03GXNGIRIVSBVHC2W7,Kaur-Dar,Manufacturing,KA,179791.79,11593.96,29556.78,0.3922,48,0.002,10,Regular,0
55MFPFKPDNYEQLT2E2,Sridhar-Viswanathan,Services,RJ,260276.61,22019.43,34334.65,0.6413,14,0.008,1,Late,0
89DTEENHZNRVIWR4O3,"Talwar, Bhat and Chhabra",Retail,UP,14357.59,718.5,1599.35,0.449,14,0.0796,2,Regular,0
29RTXXRBAHDJKDC4T2,Upadhyay Inc,Services,RJ,536152.82,31524.59,52479.25,0.6007,9,0.1133,2,Regular,0
89TZEMEFDCSHTDY3U4,Om-Magar,Services,WB,564772.52,38401.8,81649.98,0.4703,27,0.0508,10,Regular,0
46DQKLVIWYXNDYU8V7,"Kumar, Keer and Kalla",Trading,TG,858342.53,116884.94,152248.63,0.7677,29,0.026,19,Regular,0
44ZRZEICYWMZXPZ3G2,Kota Group,Retail,TG,738647.21,69325.76,95853.9,0.7232,45,0.1422,9,Missing,0
16WCRGVVGZWGFWP9O9,Kale and Sons,Manufacturing,MP,802419.14,67272.87,85015.59,0.7913,47,0.1355,11,Late,0
31VQGIPOZXKMIRQ7K2,"Swamy, Vasa and Sani",Construction,UP,43954.92,5040.91,3082.54,1.6348,35,0.0783,8,Regular,0
19KTYBZZPMXLHEV6H7,Balan Inc,Services,MP,590692.98,58121.31,35695.41,1.6282,48,0.0774,15,Late,0
46EVAYMGLNMOHOA9A5,"Bali, Sandal and Prakash",Manufacturing,DL,686343.81,38986.57,104166.62,0.3743,12,0.0046,11,Late,0
92DLPHPGERTPHOC6O4,Joshi and Sons,Services,MP,384571.87,62170.0,30268.59,2.0539,11,0.0707,5,Late,0
64HSUYYAFMKQOMG6X6,"Choudhary, Sehgal and Kalla",Retail,TN,171747.64,26201.79,8721.84,3.0038,21,0.0892,9,Late,0
16MMMZMPGXRHHLC4J8,Dugar-Wable,Services,WB,562679.97,35237.43,69976.06,0.5036,25,0.0766,15,Missing,0
81CXPYVUDALYTDW2K7,"Ratta, Vig and Rout",Manufacturing,MH,193624.71,23355.77,20986.28,1.1129,4,0.0016,17,Regular,0
93CSCYPYYHHLZTB8M8,Sankar-Muni,Services,WB,913712.75,81092.26,111631.46,0.7264,9,0.1395,10,Missing,0
49LPWOECBOOVVKE4I2,Handa-Bakshi,Trading,DL,992843.28,150779.04,168642.74,0.8941,25,0.08,16,Missing,0
62FBGXZQAJQWQYA9Q1,"Palla, Nadkarni and Jayaraman",Retail,TG,251547.14,14156.2,31731.43,0.4461,26,0.0624,13,Late,0
83PEKEHITOTARGR6J3,Taneja and Sons,Construction,RJ,680924.5,55037.3,62695.27,0.8778,30,0.0254,6,Missing,0
42DMIDBIMJQQHMZ5W0,"Konda, Kunda and Mitter",Manufacturing,GJ,372792.08,20733.87,65857.93,0.3148,3,0.1421,10,Missing,0
64HROHDVOONYRFF7K3,"Lad, Chopra and Kothari",Services,MP,928357.38,71941.94,113361.65,0.6346,36,0.0203,18,Regular,0
24TPLSPITBFONJD4A0,Shan-Krishnan,Services,KA,3519243.52,6641727.11,130156.81,51.0283,210,0.8119,88,Late,1
69CJWQXANQZDHXA6A4,Babu-Khosla,Retail,GJ,628217.99,98232.49,73730.51,1.3323,13,0.0212,16,Missing,0
16XUVGLSOHFGDGT3Y2,"Oommen, Maharaj and Wadhwa",Services,MP,312571.76,53594.03,31176.57,1.719,38,0.0219,10,Missing,0
97VFXGUNGNSESYN9O4,"Devi, Bhasin and Dutta",Manufacturing,TN,748157.77,112593.36,126877.27,0.8874,48,0.044,16,Regular,0
98NUKAFWGJCKHMC3Y6,Narain PLC,Trading,MH,628272.84,69643.11,49176.78,1.4161,22,0.1397,19,Late,0
38ESKBRTWLNVLJE6H5,Basu-Pai,Construction,KA,450885.09,62222.76,66597.62,0.9343,4,0.0717,13,Late,0
74FREYKNRHAGKKO8I7,Naidu-Wali,Manufacturing,MP,496989.43,51987.34,84197.24,0.6174,28,0.026,4,Regular,0
06GQEFODNBMVAEK3G9,Kulkarni-Wason,Trading,MH,506579.05,36340.94,70304.84,0.5169,27,0.089,6,Late,0
32CRXWDKCNHVOUV3F3,Yohannan-Rout,Trading,MP,926912.52,132132.87,95787.49,1.3794,41,0.0347,17,Missing,0
78ZCOMSJUHLICWL3G9,Kapoor-Mahajan,Trading,MP,1697086.75,2925534.31,25605.63,114.2491,83,0.5623,71,Missing,1
89SMFQHTWIMZZJR1I0,Iyer PLC,Retail,GJ,236282.84,29410.98,38582.19,0.7623,3,0.0931,12,Missing,0
98KKLRBFIHZFBPW9Y5,Bains Group,Trading,WB,148373.94,18671.97,26418.17,0.7068,21,0.0901,9,Regular,0
25NRYBFUHYENVCK9T5,"Varughese, Brar and Bhalla",Retail,TN,702449.28,84252.2,113514.72,0.7422,30,0.0863,3,Late,0
06BDIUDBUGFIGHT5W4,"Palla, Mani and Arya",Retail,GJ,48130.44,4886.83,8098.91,0.6033,2,0.0067,6,Regular,0
06GAQBSVASKNGQU9G6,Barad-Choudhary,Services,MH,472864.86,75877.17,43755.68,1.7341,29,0.1343,4,Late,0
45LFMDHHPJXFVNN7N5,Bose Inc,Manufacturing,TG,431620.94,74129.84,25444.97,2.9132,27,0.0199,16,Regular,0
60RMGNALBKSZKYF5T7,Sunder-Loke,Construction,KA,235247.03,28383.2,42317.76,0.6707,43,0.1081,8,Late,0
72OOOUPOKTFEXSD2I6,"Dash, Char and Lal",Retail,UP,754370.89,52734.12,76529.1,0.6891,47,0.1303,13,Regular,0
58LHYWIUPVDBPHO7M6,"Arora, Mall and Merchant",Retail,KA,212346.26,20254.83,15575.37,1.3004,34,0.0986,5,Missing,0
34YVFWUQZBDQTQY5P2,"Bala, Khatri and Sarna",Retail,DL,2935715.5,7246397.64,34710.16,208.7628,284,0.6946,91,Late,1
78AIWLUOOTXAWYC5Z8,Bansal-Jayaraman,Construction,TG,61125.38,10972.71,8909.17,1.2315,40,0.0479,9,Regular,0
62XBPGEBMLMYPJM2Z9,Datta Ltd,Trading,RJ,109637.95,9299.89,11330.38,0.8207,26,0.0695,9,Missing,0
17FMSVEKOLDAOXQ2N5,Badal-Sane,Trading,TG,975483.94,88373.43,124199.49,0.7115,5,0.0931,11,Regular,0
71BFJVMIYDDKHOA0G6,Manda-Sankar,Trading,TG,255086.45,15816.98,24688.32,0.6406,34,0.1127,6,Late,0
47KLIVULGJVBQGX0A2,Dugar-Kalla,Construction,WB,355322.77,23527.96,39869.22,0.5901,8,0.0185,14,Late,0
61UKHMELBVXMHDP1W6,"Kurian, Naidu and Saxena",Trading,RJ,19753.97,2687.42,2292.67,1.1717,28,0.0736,11,Late,0
61LTOYIIACBGGYY1G8,Sagar-Bera,Trading,KA,728940.76,82765.18,117947.34,0.7017,24,0.1286,13,Late,0
37QKGUMLPHTTJOP6L6,Sarma and Sons,Retail,WB,4264389.01,10901923.18,201039.82,54.2274,174,0.6177,33,Late,1
17ETPAAAVQPACGW9V7,Babu LLC,Trading,MH,644675.42,60790.39,36214.16,1.6786,1,0.0493,15,Late,0
87JOBTYCJTURXCC2K1,Shan PLC,Construction,GJ,389953.34,67401.77,43922.18,1.5345,48,0.1238,3,Late,0
19PIWYDJXWYLBQE5A4,Raval Inc,Trading,WB,213059.55,24667.52,35147.66,0.7018,8,0.0909,14,Missing,0
03EPZVVFWBDTTOR4L7,Butala LLC,Trading,DL,418543.24,34880.44,21475.14,1.6241,24,0.1451,14,Late,0
99OTIQAVSFCLLZG4V6,Suri PLC,Trading,DL,651841.97,98030.46,75217.93,1.3033,19,0.022,17,Missing,0
11UZLFKIPQSWXUY0Z9,"Sahni, Hora and Muni",Construction,UP,535231.53,69147.07,69161.16,0.9998,15,0.0993,12,Late,0
59LKCTQMAWBORYS4H7,"Issac, Tata and Mitra",Services,UP,871975.58,115163.44,151836.83,0.7585,41,0.0763,10,Late,0
57PRAAZZWAKMEUT0U7,Mangat-Sagar,Construction,DL,517965.24,30781.08,42335.23,0.7271,18,0.0697,1,Missing,0
21PDDNCGCLBEWSS7C9,Wagle-Kari,Manufacturing,WB,41809.56,5953.24,6602.99,0.9015,49,0.0289,9,Missing,0
82GXJASKHDQYLXN2F9,Zacharia-Mutti,Construction,MP,262603.07,36177.6,24636.72,1.4684,44,0.0308,5,Regular,0
37WRGXDRVVDKZYU7M7,Sood-Wali,Retail,KA,95591.75,5049.11,13329.1,0.3788,49,0.1078,1,Missing,0
27NRCCKODRHXJWC4J1,Oza-Grover,Construction,UP,13475.74,743.9,1025.65,0.7246,34,0.0169,10,Late,0
39SLNKJUTVRQNNW9J8,Atwal-Kalita,Manufacturing,TN,243644.64,31684.1,19087.52,1.6599,46,0.0768,18,Regular,0
58NIKYHMNPUPDHI6I4,Pillay and Sons,Trading,RJ,861993.11,149028.14,115790.09,1.287,49,0.0941,14,Missing,0
05IPPJORAORGXZX7P8,"Kota, Dhaliwal and Bhagat",Retail,MP,318811.06,25629.92,33480.69,0.7655,24,0.0596,17,Late,0
93DAOACBPLSMNQS5W3,"Chadha, Pal and Bajaj",Construction,MP,1828588.11,5155237.63,51932.08,99.2669,160,0.8054,59,Missing,1
69ZKQNIJXVGXUNM5A7,Guha-Sharma,Construction,RJ,4538146.4,11045602.36,222075.58,49.7378,57,0.8704,39,Late,1
76INVWQDKUQXWOL1Y0,Naidu Inc,Manufacturing,UP,193545.61,14984.74,17009.59,0.8809,3,0.0851,12,Missing,0
67MCCQXWBNSHYRA4A3,Sankar Group,Manufacturing,MH,271376.81,14118.14,19756.06,0.7146,38,0.1094,15,Missing,0
70EEVFOUZWARQDN5Z0,"Ben, Viswanathan and Goel",Construction,MP,20277.76,2798.38,3158.58,0.8857,30,0.0081,6,Regular,0
65MKNGMWKLCDOAO7I6,"Kale, Mistry and Suri",Construction,GJ,995927.41,127458.15,54094.32,2.3562,43,0.0382,6,Late,0
40HWGCSYZEELAXO3P0,Modi-Hans,Services,GJ,906090.25,79292.95,62437.39,1.2699,4,0.1464,16,Late,0
61CBGBYFVOAEWEK6V6,Rout-Dave,Retail,WB,269309.95,37582.4,45804.13,0.8205,33,0.0247,18,Missing,0
41CEYTCYHOOYKRT8M7,"Hegde, Sagar and Apte",Retail,TN,764185.86,64045.47,131927.19,0.4855,18,0.0408,18,Regular,0
29WXDIPXXAABLDW8C6,"Hayre, Sem and Din",Services,KA,582356.51,101907.76,52203.28,1.9521,20,0.1391,1,Missing,0
33PREXQYULVPSIJ2N0,Chauhan-Bhatti,Trading,DL,305181.42,16947.09,43479.02,0.3898,17,0.0828,5,Late,0
11RGYEPODODTMBW4V5,Basu-Banerjee,Trading,TG,549922.73,37008.36,45245.08,0.8179,20,0.0498,4,Late,0
61PWGDOQAGAANCA3D2,Memon Group,Retail,KA,522462.55,52065.77,64450.53,0.8078,38,0.0552,16,Late,0
04FJAURLJRMCLSG4B3,"Lal, Narayan and Sahni",Services,MH,569901.91,76583.69,54443.16,1.4066,35,0.1075,12,Late,0
50ROCUXYXTTOUUV3O9,Doshi and Sons,Manufacturing,KA,212196.23,17429.09,38087.43,0.4576,48,0.0378,8,Late,0
07KCDJNMNHPDSIT5Z7,Mitter LLC,Retail,GJ,473626.55,74423.95,51193.42,1.4538,24,0.0279,11,Late,0
76IIYSSMHNUPNAL1O4,Nadkarni Inc,Services,MP,77997.84,5371.57,9438.96,0.569,48,0.1474,19,Regular,0
46JYDDTFHYHTRYB8N3,Bhatti and Sons,Manufacturing,MP,509828.03,57839.03,36318.78,1.5925,14,0.029,1,Regular,0
00IJFSVSWVRWGTS8H5,"Joshi, Bera and Majumdar",Construction,UP,203758.78,17427.8,17952.72,0.9707,30,0.0238,15,Regular,0
52PZPYJXZYQXDYL8O3,"Oza, Sunder and Batta",Manufacturing,RJ,733038.22,112377.26,60251.58,1.8651,26,0.0487,14,Missing,0
89RVRWWVIMNTTQP2P1,Jhaveri-Pandey,Manufacturing,WB,743404.47,39558.68,124449.81,0.3179,10,0.1117,14,Missing,0
24HTRHHUGPLWMIR3Q9,"Nanda, Wali and Garde",Construction,MP,948384.81,55963.79,103690.46,0.5397,31,0.0881,9,Missing,0
79DMMPTHXVNULLO5I0,Lanka-Mody,Trading,TN,479653.35,42144.23,67409.22,0.6252,33,0.0878,15,Regular,0
73JXMPLPJVAZAPA7M9,"Johal, Chaudhuri and Oommen",Services,DL,908679.48,50916.5,110830.54,0.4594,45,0.0157,8,Late,0
97IHGUHBVZJSKPO4J8,"Ravi, Varghese and Nair",Construction,KA,851637.74,134398.58,94898.28,1.4162,41,0.0253,8,Late,0
63PJYDXDXJWDZNZ0Q9,"Manne, Sridhar and Sule",Retail,RJ,163473.34,9006.54,18049.42,0.499,14,0.0934,1,Late,0
67YCCDQXBDVHJRT8Z7,Balan Ltd,Retail,MP,328438.58,22921.74,58572.47,0.3913,13,0.0169,2,Regular,0
20RTJTENNXUZFGV9P9,Sani-Pandya,Trading,MH,130548.71,21210.88,16138.5,1.3142,39,0.1263,14,Late,0
81MUFKKQVZXFCCE5Q4,"Mammen, Dua and Dugar",Services,KA,587456.73,97158.06,87635.1,1.1087,23,0.0089,6,Late,0
60ZQQBZKZFMXCHC9P8,Chhabra PLC,Construction,GJ,513170.85,36169.11,67880.58,0.5328,14,0.0956,16,Regular,0
33OGPIIYHKPIASG7V4,Kashyap Ltd,Trading,MP,1606313.49,3272397.22,79641.37,41.0886,288,0.7644,44,Late,1
